score unemp wage distance tuition gender1 gender2 ethnicity1 ethnicity2 ethnicity3 fcollege1 fcollege2 mcollege1 mcollege2 home1 home2 urban1 urban2 income1 income2 region1 region2 y
19 -0.704331725693998 1.5569600582128 1.97271840500359 -0.741303890472032 1.03584042735557 1 0 0 1 0 1 0 1 0 1 0 1 0 0 1 1 0 12
20 0.693062683890239 -1.01217026696639 0.75163316002747 0.521142173229833 0.0290769859680743 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 13
21 -0.0757339278201592 -0.360841503166137 -0.454561165168669 -0.523640766198534 -1.6409189244301 1 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 1 17
22 0.195470981793599 -0.360841503166137 0.342122570036157 -0.131847170399763 1.73650998574131 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 12
23 0.21041035417055 -0.179916817797754 -0.454561165168669 -0.480108158858374 -1.6409189244301 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 12
24 0.40232204286985 -0.28847152549285 -0.454561165168669 -0.131847170399763 -1.6409189244301 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 12
25 -0.104463254035604 0.145747650373982 0.103862172981702 -0.349510284942961 0.995016181947559 0 1 0 0 1 0 1 1 0 1 0 0 1 0 1 1 0 12
26 -0.0941206790630538 -0.252286622927818 0.580382967090619 0.0858159441434357 0.345391502132925 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
27 -0.118253207874086 -0.143731915232721 1.57809944486414 -0.349510284942961 1.27733992983451 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 1 0 12
28 -1.03874106530678 -0.360841503166137 -0.454561165168669 -0.523640766198534 -1.6409189244301 1 0 1 0 0 0 1 1 0 1 0 1 0 0 1 0 1 15
29 1.64457782786586 -0.107546840124467 0.483589503269262 -0.131847170399763 0.593695162555852 0 1 0 0 1 0 1 0 1 0 1 1 0 1 0 1 0 17
30 0.314985084059779 0.145747650373982 2.57581592263766 -0.56717339948616 -0.297428844173734 1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 0 1 14
31 -0.480242893538579 -0.831245581598002 0.103862172981702 -0.697771266914706 0.995016181947559 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 16
32 -0.631933700886158 -0.541766188534521 -1.04276705295084 -0.610706019800053 -0.246413284788763 0 1 0 0 1 0 1 0 1 0 1 1 0 0 1 0 1 14
33 0.313835665521321 -1.62731430074482 0.312340020404356 -0.741303890472032 -1.05930545148537 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 14
34 0.309239306491641 0.218117455504046 -1.45972345786813 -0.523640766198534 0.0120816896111108 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 1 0 16
35 0.783847459940986 -0.143731915232721 -0.484343714800471 -0.741303890472032 0.103891999654001 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 16
36 -0.545745722239824 0.145747650373982 2.57581592263766 -0.349510284942961 -0.297428844173734 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 1 12
37 0.926345110854473 -0.903615559271289 -0.484343714800471 -0.56717339948616 0.103891999654001 1 0 0 0 1 1 0 1 0 0 1 0 1 0 1 1 0 16
38 0.513791968865697 0.833261316739258 0.483589503269262 0.0422833108558091 -1.12054190737938 1 0 0 0 1 0 1 1 0 0 1 1 0 1 0 1 0 14
39 -0.52161319342878 -0.179916817797754 -0.454561165168669 0.434076906654579 -1.6409189244301 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 12
40 -1.56736049232107 0.688521706479133 0.103862172981702 -0.741303890472032 0.995016181947559 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 13
41 -1.11688486768277 0.18193272548224 0.312340020404356 0.521142173229833 -1.05930545148537 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 1 0 12
42 0.258675411792627 1.520775328191 0.975002637302044 -0.741303890472032 0.916813661100694 1 0 0 0 1 1 0 1 0 1 0 0 1 0 1 1 0 12
43 1.16422389684837 0.218117455504046 -1.34803871923086 0.608207439805086 0.875989415692683 1 0 0 0 1 1 0 1 0 0 1 0 1 0 1 1 0 12
44 -0.968641439201138 -0.324656600601105 -0.454561165168669 1.39179463140263 -1.6409189244301 1 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 14
45 -0.757193580720487 -0.143731915232721 1.57809944486414 -0.131847170399763 1.27733992983451 1 0 0 0 1 0 1 0 1 0 1 1 0 1 0 1 0 16
46 0.468974290109552 -1.19309495233477 -0.454561165168669 -0.349510284942961 -1.6409189244301 1 0 0 0 1 1 0 1 0 0 1 0 1 0 1 0 1 13
47 -1.09390131903547 -0.541766188534521 -0.454561165168669 0.738805287773031 -1.6409189244301 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 1 15
48 1.36188180149054 0.543782096219008 0.312340020404356 -0.349510284942961 -1.05930545148537 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 14
49 -0.329701066354749 0.797076586717452 -0.454561165168669 1.08706635407404 -1.6409189244301 1 0 0 0 1 0 1 0 1 0 1 1 0 1 0 0 1 15
50 -1.42945963881199 -1.30164983257309 -1.45972345786813 -0.610706019800053 0.0120816896111108 1 0 0 1 0 1 0 1 0 0 1 1 0 0 1 1 0 14
51 1.15617972057803 0.18193272548224 0.297448390552449 -0.480108158858374 -0.416484929614721 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 1 0 13
52 -0.0642419343091392 0.833261316739258 -2.16705954417754 1.82712086048902 -0.358665212285755 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
53 0.63675344999782 -0.143731915232721 1.57809944486414 -0.610706019800053 1.27733992983451 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 12
54 0.655140201240713 2.24447406966454 1.97271840500359 -0.697771266914706 1.03584042735557 0 1 1 0 0 0 1 1 0 0 1 1 0 0 1 1 0 16
55 -0.759491979422681 1.01418600210765 -1.34803871923086 -0.784836514029358 0.875989415692683 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
56 -0.887050257959217 -0.795060679032969 -0.484343714800471 -0.349510284942961 0.103891999654001 1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 13
57 -0.787071887099668 1.12274088234595 0.401687669299752 -0.131847170399763 0.920200992697655 1 0 0 0 1 1 0 1 0 1 0 1 0 1 0 1 0 14
58 -0.245811486410621 -1.08454024463967 -1.60119074613721 -0.480108158858374 -0.185206411426836 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 12
59 -0.354983013704262 -1.04835534207464 -1.45972345786813 -0.480108158858374 0.0120816896111108 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
60 0.548267072649279 -0.758875776467937 0.580382967090619 -0.436575525570748 0.345391502132925 0 1 1 0 0 1 0 0 1 0 1 1 0 1 0 1 0 12
61 -1.20307284632911 1.12274088234595 0.401687669299752 -0.131847170399763 0.920200992697655 1 0 0 1 0 1 0 1 0 1 0 1 0 0 1 1 0 15
62 -1.1548073503323 1.0503710772159 2.57581592263766 3.13309954774822 -0.297428844173734 1 0 0 1 0 1 0 1 0 0 1 1 0 0 1 0 1 12
63 0.84360451107407 -0.324656600601105 0.401687669299752 -0.56717339948616 0.920200992697655 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 1 0 16
64 -1.12377962541465 -1.04835534207464 0.75163316002747 -0.131847170399763 0.0290769859680743 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 13
65 -0.573325629916799 1.19511068747604 1.53342597545242 0.0858159441434357 0.773958296922729 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 12
66 -1.69951556826201 -0.143731915232721 -1.72776675959039 0.782337869165727 1.03245309575864 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
67 -0.00563430171451355 -1.08454024463967 -1.61608202095312 -0.56717339948616 -0.467500664563679 1 0 0 0 1 1 0 0 1 0 1 0 1 0 1 1 0 16
68 -1.46968095853845 3.14909715141997 -0.811952470822341 0.303479058686634 -0.358665212285755 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 14
69 -0.737657410939123 -0.216101720362786 -1.0502128678768 -0.741303890472032 0.219560929062024 1 0 1 0 0 1 0 1 0 0 1 0 1 1 0 1 0 13
70 -1.73743805091154 -1.30164983257309 -1.61608202095312 -0.610706019800053 -0.467500664563679 1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 1 0 16
71 -0.764088338452362 0.145747650373982 0.103862172981702 -0.784836514029358 0.995016181947559 0 1 1 0 0 1 0 1 0 1 0 0 1 1 0 1 0 14
72 -0.233170512735865 -0.360841503166137 0.342122570036157 -0.131847170399763 1.73650998574131 1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 15
73 -0.718121679532492 2.09973411431796 0.13364472261351 -0.131847170399763 0.821557205524662 1 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1 0 14
74 0.43909554535565 0.471411946002491 0.483589503269262 0.738805287773031 0.593695162555852 1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 18
75 -0.343491020193242 0.579966826240814 0.483589503269262 -0.697771266914706 -1.12054190737938 1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 1 0 14
76 0.337968632707086 -0.867430656706256 -1.61608202095312 -0.131847170399763 -0.467500664563679 1 0 0 0 1 1 0 1 0 0 1 0 1 0 1 1 0 14
77 -0.418187443703289 -0.795060679032969 -0.484343714800471 -0.697771266914706 0.103891999654001 1 0 0 0 1 1 0 0 1 1 0 0 1 0 1 1 0 16
78 -1.78110674950394 -0.903615559271289 0.312340020404356 -0.654238640113946 -1.05930545148537 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 12
79 1.85602612472124 -0.541766188534521 0.580382967090619 -0.697771266914706 0.345391502132925 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 12
80 0.455183897896338 -0.143731915232721 -0.484343714800471 -0.610706019800053 0.103891999654001 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 15
81 0.0644653243911329 -0.903615559271289 1.17603466979878 -0.131847170399763 0.233139574635932 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 15
82 0.575847418700987 -0.758875776467937 -1.45972345786813 -0.741303890472032 0.0120816896111108 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 1 0 13
83 -0.461856142295685 -1.19309495233477 0.394241854373829 -0.56717339948616 -0.855243038381498 0 1 0 0 1 1 0 1 0 0 1 0 1 0 1 1 0 15
84 -0.269944015221664 1.88262469892777 0.312340020404356 -0.523640766198534 -1.05930545148537 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 14
85 -1.98910679074393 -0.505581285969489 0.342122570036157 -0.784836514029358 1.73650998574131 0 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 0 12
86 0.952776038367711 0.616151901349068 0.193209821877128 1.39179463140263 -0.970882297475441 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
87 1.80431281148377 -1.30164983257309 -1.45972345786813 0.0858159441434357 0.0120816896111108 0 1 0 0 1 1 0 0 1 0 1 1 0 0 1 1 0 15
88 1.56528548370086 0.145747650373982 0.103862172981702 -0.654238640113946 0.995016181947559 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 15
89 1.6985891014308 -0.831245581598002 0.103862172981702 -0.305977651655335 0.995016181947559 0 1 0 0 1 0 1 0 1 0 1 1 0 1 0 1 0 15
90 1.44117458403027 0.0733778452439172 -0.320540046861532 -0.262445018367708 -0.426676419155666 0 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 0 18
91 -1.20422182649284 -0.975985364401353 0.312340020404356 -0.741303890472032 -1.05930545148537 0 1 0 1 0 1 0 1 0 0 1 1 0 0 1 1 0 12
92 -0.232021532572127 -0.505581285969489 -1.0502128678768 -0.697771266914706 0.219560929062024 1 0 0 0 1 1 0 1 0 0 1 0 1 0 1 1 0 12
93 -0.681348177046692 0.145747650373982 -1.45972345786813 -0.480108158858374 0.0120816896111108 1 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1 0 14
94 0.875781216155458 0.218117455504046 -0.454561165168669 1.39179463140263 -1.6409189244301 1 0 0 0 1 0 1 1 0 0 1 1 0 0 1 0 1 12
95 0.213857733036494 0.507597021110749 -0.454561165168669 -0.654238640113946 -1.6409189244301 1 0 0 0 1 1 0 0 1 0 1 1 0 1 0 0 1 12
96 1.33659985414104 1.41222044795267 0.342122570036157 1.17413151685943 1.73650998574131 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 16
97 -0.406695888567002 -1.48257451794147 0.394241854373829 -0.349510284942961 -0.855243038381498 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
98 0.745924977291449 0.145747650373982 0.580382967090619 0.0858159441434357 0.345391502132925 1 0 0 1 0 0 1 1 0 0 1 1 0 1 0 1 0 17
99 1.37107495792462 -1.30164983257309 0.312340020404356 -0.697771266914706 -1.05930545148537 1 0 0 0 1 0 1 1 0 0 1 1 0 1 0 1 0 15
100 0.0943436307703139 -1.01217026696639 0.75163316002747 0.95646840231623 0.0290769859680743 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 16
101 -0.427381038512102 0.218117455504046 -1.45972345786813 -0.56717339948616 0.0120816896111108 1 0 0 1 0 0 1 1 0 0 1 0 1 1 0 1 0 15
102 0.0943436307703139 2.09973411431796 0.13364472261351 -0.131847170399763 0.821557205524662 1 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1 0 14
103 -0.110209031603741 -1.30164983257309 0.13364472261351 1.39179463140263 0.821557205524662 1 0 1 0 0 1 0 1 0 0 1 1 0 1 0 1 0 12
104 -1.19043187265435 -1.19309495233477 0.312340020404356 0.95646840231623 -1.05930545148537 0 1 1 0 0 1 0 1 0 0 1 1 0 0 1 1 0 12
105 -0.554938878673905 0.18193272548224 -0.878963385011904 0.521142173229833 -0.940278773012481 1 0 0 1 0 1 0 1 0 0 1 1 0 0 1 0 1 12
106 0.757416532427736 -0.28847152549285 -0.454561165168669 -0.131847170399763 -1.6409189244301 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 15
107 0.817173583560831 -1.1207251472047 0.297448390552449 -0.741303890472032 -0.416484929614721 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 16
108 0.678123749888009 1.81025489379768 1.57809944486414 0.172881210718689 1.27733992983451 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
109 -0.630784282347689 0.254302530612301 0.580382967090619 -0.131847170399763 0.345391502132925 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 13
110 -0.996221346878125 -0.614135993664586 -1.0502128678768 0.521142173229833 0.219560929062024 1 0 0 0 1 1 0 1 0 0 1 0 1 1 0 1 0 12
111 1.02517406317555 -0.39702640573117 1.17603466979878 -0.480108158858374 0.233139574635932 1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 16
112 -1.07436514925411 -0.614135993664586 -0.878963385011904 3.13309954774822 -0.940278773012481 0 1 0 1 0 1 0 1 0 0 1 1 0 0 1 0 1 12
113 -1.66848784334436 0.0371927701356625 0.975002637302044 -0.56717339948616 0.916813661100694 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
114 -0.142385736685129 3.6556868225898 1.97271840500359 -0.131847170399763 1.03584042735557 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 14
115 -1.05712781654968 1.12274088234595 0.580382967090619 0.0858159441434357 0.345391502132925 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 13
116 0.0242440046646683 0.254302530612301 0.580382967090619 -0.131847170399763 0.345391502132925 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 14
117 0.595383150107618 -0.143731915232721 -0.484343714800471 -0.610706019800053 0.103891999654001 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 13
118 0.379338494222554 0.760891511609198 0.297448390552449 0.782337869165727 -0.416484929614721 0 1 1 0 0 1 0 1 0 0 1 1 0 0 1 1 0 15
119 0.801085231020143 -0.433211308296202 0.193209821877128 -0.784836514029358 -0.970882297475441 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 15
120 0.387382670492899 -0.107546840124467 1.39195833214735 -0.741303890472032 -0.586556750004666 0 1 0 0 1 1 0 1 0 0 1 0 1 0 1 0 1 12
121 -0.261899838951309 -0.867430656706256 0.297448390552449 -0.436575525570748 -0.416484929614721 1 0 1 0 0 1 0 1 0 0 1 1 0 0 1 1 0 14
122 -0.413590646298888 0.471411946002491 1.57809944486414 -0.654238640113946 1.27733992983451 1 0 0 0 1 0 1 1 0 0 1 1 0 1 0 1 0 14
123 0.7769527022091 -1.04835534207464 0.75163316002747 -0.131847170399763 0.0290769859680743 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 16
124 0.206962536929886 -0.614135993664586 1.17603466979878 0.34701164007933 0.233139574635932 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 15
125 1.13434515209446 -0.867430656706256 -1.61608202095312 -0.56717339948616 -0.467500664563679 1 0 0 0 1 1 0 1 0 0 1 0 1 0 1 1 0 12
126 -0.945657890553843 -1.62731430074482 0.312340020404356 -0.741303890472032 -1.05930545148537 1 0 0 0 1 1 0 1 0 1 0 1 0 1 0 1 0 15
127 1.0332182394459 -0.360841503166137 -0.454561165168669 -0.523640766198534 -1.6409189244301 0 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 17
128 -0.105612234199341 -0.360841503166137 -0.454561165168669 -0.436575525570748 -1.6409189244301 0 1 1 0 0 0 1 0 1 0 1 1 0 1 0 0 1 16
129 -0.464154540997891 -1.08454024463967 -1.72776675959039 -0.480108158858374 1.03245309575864 0 1 1 0 0 1 0 1 0 0 1 0 1 0 1 1 0 14
130 -1.28696242627324 -0.107546840124467 -1.60119074613721 0.95646840231623 -0.185206411426836 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
131 -0.295225962571166 -0.541766188534521 -0.454561165168669 0.738805287773031 -1.6409189244301 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 13
132 -1.68342677734659 -1.55494440934315 1.17603466979878 1.17413151685943 0.233139574635932 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
133 -0.703182307155529 0.218117455504046 -1.45972345786813 -0.610706019800053 0.0120816896111108 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
134 -0.911182786770249 -0.360841503166137 -0.454561165168669 -0.523640766198534 -1.6409189244301 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 12
135 1.60780432538007 0.145747650373982 2.57581592263766 -0.349510284942961 -0.297428844173734 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 18
136 0.489659440054653 -0.252286622927818 1.17603466979878 -0.131847170399763 0.233139574635932 1 0 0 0 1 1 0 1 0 1 0 1 0 0 1 1 0 12
137 0.524134543838247 0.218117455504046 -1.45972345786813 -0.697771266914706 0.0120816896111108 1 0 0 1 0 1 0 1 0 1 0 1 0 0 1 1 0 17
138 -1.41566968497351 -0.360841503166137 0.342122570036157 -0.741303890472032 1.73650998574131 0 1 1 0 0 1 0 1 0 0 1 0 1 0 1 1 0 12
139 1.53770469927442 1.12274088234595 0.401687669299752 -0.741303890472032 0.920200992697655 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 15
140 -1.72824489447746 -0.686505971337873 -0.156735668850598 -0.349510284942961 -0.134190676477879 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 13
141 -0.774430913424912 -0.179916817797754 0.342122570036157 -0.131847170399763 1.73650998574131 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
142 1.04241139587999 0.688521706479133 0.103862172981702 0.0858159441434357 0.995016181947559 0 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 0 14
143 0.126520774226422 2.24447406966454 1.97271840500359 -0.131847170399763 1.03584042735557 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 16
144 0.958521815935848 0.145747650373982 0.580382967090619 -0.741303890472032 0.345391502132925 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 15
145 1.2687986267376 -0.216101720362786 -1.0502128678768 -0.654238640113946 0.219560929062024 0 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 0 16
146 0.0207966257987248 0.218117455504046 -1.45972345786813 -0.697771266914706 0.0120816896111108 1 0 0 1 0 1 0 1 0 0 1 1 0 1 0 1 0 14
147 0.319581443089459 -0.831245581598002 0.13364472261351 -0.262445018367708 0.821557205524662 1 0 0 0 1 1 0 1 0 1 0 1 0 0 1 1 0 12
148 1.09872106814714 1.5569600582128 -0.811952470822341 7.92168806769858 -0.358665212285755 1 0 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 16
149 -1.31224393524802 2.09973411431796 -0.923636854423616 0.738805287773031 -0.586556750004666 1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 12
150 0.926345110854473 -0.179916817797754 0.342122570036157 -0.131847170399763 1.73650998574131 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
151 -1.72594649577525 0.145747650373982 0.580382967090619 -0.697771266914706 0.345391502132925 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 14
152 -1.54782476091444 -0.614135993664586 -1.56396238157946 -0.56717339948616 0.20253596239098 1 0 1 0 0 1 0 0 1 0 1 1 0 0 1 1 0 15
153 1.68939550662199 1.520775328191 0.975002637302044 -0.610706019800053 0.916813661100694 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 16
154 -1.30075238011173 -1.19309495233477 0.312340020404356 0.95646840231623 -1.05930545148537 0 1 1 0 0 1 0 1 0 0 1 1 0 0 1 1 0 12
155 -0.759491979422681 -0.28847152549285 0.312340020404356 0.825870554348285 -1.05930545148537 1 0 0 1 0 1 0 1 0 0 1 1 0 0 1 1 0 12
156 -1.12263064525091 -0.324656600601105 0.401687669299752 -0.56717339948616 0.920200992697655 1 0 0 0 1 0 1 1 0 0 1 1 0 1 0 1 0 16
157 -1.73743805091154 -0.143731915232721 -1.61608202095312 1.39179463140263 -0.467500664563679 0 1 1 0 0 1 0 1 0 1 0 1 0 0 1 1 0 13
158 1.66181559894501 0.0733778452439172 -1.34803871923086 -0.00124932243181771 0.875989415692683 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 1 0 14
159 -1.81443287312379 -0.0351770349944021 0.342122570036157 -0.697771266914706 1.73650998574131 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
160 -1.12607802411686 -0.28847152549285 0.312340020404356 0.825870554348285 -1.05930545148537 0 1 0 1 0 1 0 1 0 0 1 1 0 0 1 1 0 12
161 -0.818099612017308 -0.360841503166137 -0.454561165168669 -0.480108158858374 -1.6409189244301 1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 0 1 13
162 -1.59838821723873 0.145747650373982 0.580382967090619 -0.349510284942961 0.345391502132925 1 0 0 1 0 1 0 1 0 1 0 0 1 1 0 1 0 12
163 0.548267072649279 -0.143731915232721 1.17603466979878 0.95646840231623 0.233139574635932 0 1 0 1 0 1 0 1 0 0 1 1 0 1 0 1 0 12
164 -0.612397531104794 1.81025489379768 0.483589503269262 0.521142173229833 -1.12054190737938 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
165 -1.42601225994606 0.869446391847517 0.580382967090619 0.303479058686634 0.345391502132925 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 12
166 1.35958340278834 -1.84442388867824 -1.72776675959039 -0.131847170399763 1.03245309575864 0 1 0 0 1 0 1 0 1 0 1 1 0 1 0 1 0 12
167 0.228797105413445 0.0733778452439172 0.483589503269262 -0.480108158858374 0.593695162555852 1 0 0 0 1 1 0 1 0 0 1 0 1 0 1 1 0 12
168 -1.06057519541562 -0.614135993664586 -0.923636854423616 -0.262445018367708 -0.586556750004666 0 1 0 0 1 1 0 1 0 1 0 0 1 1 0 1 0 12
169 0.0414817757438257 -0.614135993664586 0.342122570036157 -0.654238640113946 1.73650998574131 1 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1 0 12
170 1.20559419673856 2.38921367992464 0.483589503269262 0.521142173229833 -1.12054190737938 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 12
